Filename,Word,Count
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,country,12
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,has,15
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,been,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,tested,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,in,117
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,ways,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,none,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,us,23
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,could,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,imagined,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,We,30
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,faced,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,hard,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,decisions,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,about,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,peace,8
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,war,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,rising,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,competition,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,the,275
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,world,13
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,economy,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,health,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,welfare,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,These,8
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,issues,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,call,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,for,52
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,vigorous,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,debate,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,think,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,its,7
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,fair,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,to,183
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,say,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,weve,9
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,answered,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Yet,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,history,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,will,53
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,record,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,amid,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,differences,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,we,79
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,acted,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,with,33
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,purpose,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,And,33
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,together,7
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,showed,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,power,7
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,resilience,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,American,20
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,selfgovernment,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,All,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,were,9
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,sent,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Washington,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,carry,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,out,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,peoples,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,business,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,That,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,is,69
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,body,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,It,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,meaning,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,oath,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,remains,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,charge,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,keep,8
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,The,24
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,actions,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,110th,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,affect,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,security,9
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,prosperity,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,nation,18
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,long,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,after,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,session,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,ended,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,election,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,year,24
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,let,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,show,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Americans,11
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,recognize,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,responsibilities,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,are,47
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,determined,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,meet,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,them,26
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Let,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Republicans,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Democrats,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,can,20
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,compete,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,votes,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,cooperate,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,results,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,same,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,From,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,expanding,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,opportunity,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,protecting,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,made,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,good,10
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,progress,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,unfinished,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,people,29
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,expect,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,get,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,it,18
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,done,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,work,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,ahead,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,must,29
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,be,19
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,guided,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,by,31
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,philosophy,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,great,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,As,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,believe,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,individuals,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,determine,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,their,49
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,destiny,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,shape,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,course,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,most,7
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,reliable,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,guide,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,collective,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,wisdom,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,ordinary,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,so,15
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,all,14
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,do,11
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,trust,17
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,ability,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,free,8
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,make,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,wise,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,empower,11
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,improve,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,lives,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,futures,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,To,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,build,9
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,a,104
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,prosperous,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,future,13
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,own,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,money,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,grow,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,tonight,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,undergoing,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,period,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,uncertainty,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,America,30
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,added,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,jobs,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,52,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,straight,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,months,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,but,7
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,now,7
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,growing,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,slower,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,pace,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Wages,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,up,12
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,prices,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,food,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,gas,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Exports,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,housing,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,market,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,declined,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,At,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,kitchen,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,tables,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,across,7
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,there,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,concern,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,economic,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,run,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,confident,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,growth,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,But,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,short,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,see,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,slowing,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,So,13
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,last,7
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,week,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,my,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,administration,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,reached,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,agreement,10
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Pelosi,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Republican,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Leader,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Boehner,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,on,37
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,robust,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,package,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,includes,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,tax,8
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,relief,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,families,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,incentives,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,investment,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,temptation,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,load,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,bill,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,would,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,delay,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,or,11
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,derail,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,neither,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,option,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,acceptable,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,This,14
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,working,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,pass,9
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,as,12
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,soon,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,possible,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,other,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,taxes,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Unless,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,acts,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,delivered,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,over,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,past,11
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,seven,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,taken,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,away,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Some,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,argue,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,letting,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,expire,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,not,20
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,increase,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Try,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,explaining,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,116,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,million,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,taxpayers,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,who,16
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,rise,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,an,9
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,average,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,1800,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Others,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,said,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,they,12
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,personally,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,happy,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,pay,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,higher,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,welcome,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,enthusiasm,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Im,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,pleased,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,report,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,IRS,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,accepts,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,both,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,checks,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,orders,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Most,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,high,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,enough,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,With,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,pressures,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,finances,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,should,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,worry,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,federal,7
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,government,11
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,taking,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,bigger,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,bite,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,paychecks,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Theres,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,only,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,one,9
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,way,9
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,eliminate,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Make,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,permanent,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,know,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,If,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,any,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,raises,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,reaches,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,desk,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,veto,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Just,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,need,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,earn,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,spending,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,dollars,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,wisely,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Next,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Ill,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,send,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,budget,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,terminates,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,substantially,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,reduces,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,151,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,wasteful,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,bloated,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,programs,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,totaling,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,more,22
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,than,11
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,18,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,billion,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,submit,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,track,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,surplus,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,2012,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,balance,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,budgets,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,undermined,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,congressional,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,earmarks,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,—,11
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,special,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,interest,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,projects,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,often,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,snuck,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,minute,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,without,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,discussion,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Last,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,asked,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,voluntarily,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,cut,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,number,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,cost,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,half,4
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,also,17
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,stop,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,slipping,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,into,8
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,committee,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,reports,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,never,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,even,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,come,11
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,vote,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,Unfortunately,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,goal,3
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,was,7
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,met,6
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,if,5
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,me,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,appropriations,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,does,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,back,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,tomorrow,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,issue,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,executive,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,order,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,directs,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,agencies,2
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,ignore,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,earmark,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,voted,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,these,17
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,items,1
./state-of-the-union-corpus-1989-2017/Bush_2008.txt,truly,1
